單位名稱,lon,lat,編號,電話,地址,縣市,鄉鎮市區,鄰里
康宜庭北新藥局,121.542756,24.972851,5931051816,(02)89147015,新北市新店區北新路２段４３號１樓,新北市,新店區,忠誠里
康裕藥局,121.542583,24.983056,5931051852,(02)29135479,新北市新店區民權路８號,新北市,新店區,寶安里
康宜庭大坪林藥局,121.541246,24.982605,5931052091,(02)89116029,新北市新店區北新路３段１２７號１樓,新北市,新店區,大同里
椿萱藥局,121.540437,24.975901,5931052135,(02)29188311,新北市新店區建國路６９號,新北市,新店區,國豐里
躍獅正新藥局,121.544331,24.969889,5931052288,(02)89145930,新北市新店區中正路５７之１號１樓,新北市,新店區,五峯里
欣康藥局,121.537228,24.974491,5931052313,(02)89113189,新北市新店區中正路２９３號１樓,新北市,新店區,百忍里
佑成藥局,121.537014,24.98281,5931052608,(02)86673537,新北市新店區民權路１０１號１樓,新北市,新店區,江陵里
杏運草藥局,121.537778,24.959023,5931052644,(02)89115998,新北市新店區北新路１段１９號１樓,新北市,新店區,張南里
正升藥局,121.540712,24.986374,5931052653,(02)29139493,新北市新店區順安街６１號１樓,新北市,新店區,信義里
維顥藥局,121.545131,24.968301,5931052699,(02)29171986,新北市新店區中興路１段２７９號１樓,新北市,新店區,五峯里
陽光健康藥局,121.517437,24.972202,5931052715,(02)22123919,新北市新店區安民街２１４號,新北市,新店區,安和里
新康藥局,121.540222,24.964798,5931052751,(02)29178179,新北市新店區北新路１段１９５號１樓、２樓,新北市,新店區,新生里
碧潭大藥局,121.534157,24.95642,5931052920,(02)22112271,新北市新店區碧潭路４１號１樓,新北市,新店區,太平里
禾宜藥局,121.541696,24.981891,5931052966,(02)29150411,新北市新店區北新路３段１２８號１樓,新北市,新店區,寶安里
康曜藥師藥局,121.509204,24.959154,5931053007,(02)86669660,新北市新店區安康路２段２０４號１樓,新北市,新店區,安昌里
康宜庭市公所藥局,121.541048,24.966961,5931053034,(02)29151709,新北市新店區北新路１段２８５號１樓,新北市,新店區,新德里
美康中正藥局,121.539688,24.972839,5931053070,(02)29112669,新北市新店區中正路２１５號１、２樓,新北市,新店區,中正里
昇活藥局,121.517293,24.973096,5931053089,(02)22114166,新北市新店區安民街２６９巷２號１樓,新北市,新店區,安和里
康宜庭碧潭藥局,121.53837,24.957264,5931053132,(02)29186266,新北市新店區北宜路１段４１號１樓,新北市,新店區,文中里
貳品藥局,121.520512,24.986118,5931053169,(02)89418890,新北市新店區新和街７５號１樓,新北市,新店區,新和里
長照藥局,121.494442,24.948384,5931053178,(02)22153325,新北市新店區如意街１６號１樓,新北市,新店區,玫瑰里
海山藥局,121.444675,25.033313,5931060146,(02)22019804,新北市新莊區景德路４２５號,新北市,新莊區,海山里
富國藥局,121.418895,25.026448,5931060217,(02)29039334,新北市新莊區富國路３１號,新北市,新莊區,富國里
七安大藥局,121.427486,25.020439,5931060244,(02)22026066,新北市新莊區民安西路５５號１、２樓及５７號１樓,新北市,新莊區,民安里
文安藥局,121.458049,25.050955,5931060315,(02)29978477,新北市新莊區福壽街１１６號,新北市,新莊區,信義里
十安藥局,121.452361,25.045439,5931060342,(02)29922859,新北市新莊區中港路３１６號,新北市,新莊區,中華里
一安藥局,121.446034,25.040286,5931060557,(02)29941618,新北市新莊區立德里新泰路２６８號,新北市,新莊區,立德里
王藥局,121.454376,25.049878,5931060646,(02)29922404,新北市新莊區昌盛街３８號,新北市,新莊區,幸福里
祥好大藥局,121.444907,25.041805,5931060744,(02)29939051,新北市新莊區新泰路３３１號,新北市,新莊區,立泰里
禮安藥師藥局,121.455515,25.045502,5931060824,(02)29942891,新北市新莊區自立街１０９號１樓,新北市,新莊區,自立里
恩泰藥局,121.426223,25.012956,5931067092,(02)22038680,新北市新莊區民安西路２６５號－１,新北市,新莊區,光華里
鶴田藥局,121.454066,25.048345,5931067145,(02)22796718,新北市新莊區自信街２７號１樓,新北市,新莊區,自信里
西華藥局,121.428087,25.0267529,5931067903,(02)82012697,新北市新莊區後港１路１０２號１樓,,,
蘋果藥局,121.424248,25.021122,5931067985,(02)22053933,新北市新莊區八德街１０５號,新北市,新莊區,成德里
三大藥局,121.426201,25.022557,5931068160,(02)22030503,新北市新莊區建安里民安路１９７號,新北市,新莊區,建安里
惠欣藥局,121.447499,25.037005,5931068375,(02)29978962,新北市新莊區全泰里建中街７２－１號１樓,新北市,新莊區,全泰里
健安藥局,121.42606,25.014702,5931068464,(02)22043765,新北市新莊區光和里民安西路２０９號１樓,新北市,新莊區,光和里
建昌藥局,121.434938,25.032539,5931068599,(02)29015422,新北市新莊區福營里中正路５５７號,新北市,新莊區,福營里
瑞豐大藥局,121.428331,25.027166,5931068624,(02)22049932,新北市新莊區建福里後港一路１０５號,新北市,新莊區,建福里
庭安藥局,121.428094,25.019012,5931068722,(02)22080528,新北市新莊區民有里西盛街１７２號１樓,新北市,新莊區,民有里
東京大藥局,121.425144,25.023921,5931068819,(02)22063806,新北市新莊區民安路１７６號１樓,新北市,新莊區,八德里
大愛藥師藥局,121.42669,25.026664,5931068866,(02)22042119,新北市新莊區後港一路６９號１樓,新北市,新莊區,後德里
旭生藥局,121.418795,25.02502,5931068875,(02)29021289,新北市新莊區裕民街４２號１樓,新北市,新莊區,裕民里
富安藥局,121.446147,25.041937,5931068973,(02)22767620,新北市新莊區復興路１段２５號－１、２樓,新北市,新莊區,立功里
陽光藥局,121.458323,25.049401,5931069023,(02)22774399,新北市新莊區福壽街７２號,新北市,新莊區,仁義里
招安藥師藥局,121.427962,25.014364,5931069201,(02)22085138,新北市新莊區西盛街３３８號１樓,新北市,新莊區,光和里
國安藥局,121.447193,25.049792,5931069425,(02)29938003,新北市新莊區中和街１５５巷６號１樓,新北市,新莊區,中平里
新杏藥局,121.449029,25.034968,5931069498,(02)22011012,新北市新莊區新泰路９９號１樓,新北市,新莊區,文衡里
中信藥師藥局,121.447987,25.053111,5931069603,(02)29969811,新北市新莊區中信街８０號１樓,新北市,新莊區,中原里
日光藥局,121.452271,25.05003,5931069701,(02)89937296,新北市新莊區中港路４０４號１樓,新北市,新莊區,中隆里
禾佳藥局,121.426064,25.016416,5931069747,(02)22080189,新北市新莊區民安西路１５４號１樓,新北市,新莊區,光明里
健業藥妝藥局,121.447504,25.048086,5931069765,(02)22796279,新北市新莊區中和街１３０號１樓,新北市,新莊區,中港里
真安綜合大藥局,121.421923,25.020375,5931069774,(02)22026188,新北市新莊區四維路２０５號１樓,新北市,新莊區,四維里
宏泰藥局,121.454346,25.048633,5931069792,(02)29964649,新北市新莊區自信街３７號１樓,新北市,新莊區,自信里
環球藥局,121.451994,25.051054,593106A093,(02)29901934,新北市新莊區中港路４３６號１、２樓,新北市,新莊區,中隆里
日榮藥局,121.424836,25.018601,593106A155,(02)22051523,新北市新莊區龍安路４６１號１樓,新北市,新莊區,民安里
巧心藥局,121.446864,25.036754,593106A244,(02)22778584,新北市新莊區建中街９２號１樓,新北市,新莊區,全泰里
向日葵健保藥局,121.426547,25.027641,593106A324,(02)22060377,新北市新莊區建福路５０號１樓,新北市,新莊區,後德里
真美滿藥局,121.449206,25.049073,593106A342,(02)29919473,新北市新莊區幸福路７２９號２樓,新北市,新莊區,中港里
新新藥局,121.449261,25.034847,593106A404,(02)29945994,新北市新莊區新泰路６２號２樓,新北市,新莊區,文衡里
全鎵藥局,121.449296,25.037661,593106A600,(02)22761550,新北市新莊區建中街２２號１樓,新北市,新莊區,文聖里
薇妮藥妝藥局,121.424533,25.025239,593106A637,(02)82010817,新北市新莊區民安路９９號１樓,新北市,新莊區,後港里
薇妮雙鳳藥局,121.416715,25.026957,593106A646,(02)29076993,新北市新莊區雙鳳路２１號１樓,新北市,新莊區,雙鳳里
永明藥局,121.453315,25.049367,593106A744,(02)89920019,新北市新莊區幸福路５９８號１樓,新北市,新莊區,幸福里
家禾藥局,121.444477,25.051482,593106A824,(02)29972121,新北市新莊區立信五街６號１樓,新北市,新莊區,立廷里
欣國藥局,121.41956,25.026255,593106A833,(02)29080958,新北市新莊區富國路５７號１樓、２樓,新北市,新莊區,富國里
鼎極藥局,121.428033,25.010637,593106A842,(02)22073228,新北市新莊區民安西路３７６號之１、之３（１樓）,新北市,新莊區,光華里
躍獅新豐藥局,121.446288,25.032792,593106A851,(02)22058055,新北市新莊區豐年街１６號１樓,新北市,新莊區,海山里
陽光豐年藥局,121.446278,25.03287,593106A897,(02)22060665,新北市新莊區豐年街１４號１樓,新北市,新莊區,海山里
建安藥局,121.426295,25.023981,593106A931,(02)22051969,新北市新莊區建安街１１７號、１１９號１樓,新北市,新莊區,建安里
新莊大藥局,121.45773,25.051623,593106A959,(02)29933885,新北市新莊區福壽街１３０號１樓,新北市,新莊區,和平里
丹鳳藥局,121.410749,25.021065,593106A977,(02)29065755,新北市新莊區中正路７４５、７４７號（１樓）,新北市,新莊區,龍福里
美德心藥局,121.444633,25.052256,593106A995,(02)29989025,新北市新莊區中平路３６７號１樓,新北市,新莊區,立廷里
微笑埔銓藥局,121.444689,25.045072,593106B214,(02)29901680,新北市新莊區中平路７７號（１樓、２樓）,新北市,新莊區,立基里
仁一藥局,121.410251,25.015999,5931070053,(02)26893915,新北市樹林區中正路６２２號,新北市,樹林區,三龍里
鴻真藥局,121.427692,24.993631,5931070062,(02)26828977,新北市樹林區保安街１段２０巷６號,新北市,樹林區,保安里
耀鴻藥局,121.393595,24.972394,5931070080,(02)26808989,新北市樹林區中山路３段７６號,新北市,樹林區,中山里
日弘藥師藥局,121.422337,24.994096,5931070099,(02)26871919,新北市樹林區復興路２９號,新北市,樹林區,樹福里
江藥局,121.421344,24.989972,5931070142,(02)26828001,新北市樹林區日新街１０２號１樓,新北市,樹林區,樹西里
協安大藥局,121.424756,24.990866,5931070286,(02)26810386,新北市樹林區鎮前街１２６號,新北市,樹林區,樹北里
久青藥局,121.415102,24.981772,5931070348,(02)86844326,新北市樹林區東華街３３號,新北市,樹林區,東陽里
蔚海藥局,121.425919,24.992631,5931071523,(02)86754203,新北市樹林區鎮前街１７號１樓,新北市,樹林區,樹北里
久豐大藥局,121.417706,24.98785,5931071550,(02)26759156,新北市樹林區復興路２８６號１樓,新北市,樹林區,樹人里
博生藥師藥局,121.418987,24.988193,5931071649,(02)26825798,新北市樹林區文化街３４號,新北市,樹林區,育英里
大慶藥局,121.425804,24.992712,5931071658,(02)26759212,新北市樹林區鎮前街４２－１號,新北市,樹林區,樹北里
澤安藥師藥局,121.424745,24.994649,5931071774,(02)26872764,新北市樹林區保安二街２６號１樓,新北市,樹林區,保安里
盛立藥局,121.379537,24.947353,5931071881,(02)35018218,新北市樹林區大雅路２８５號１樓,新北市,樹林區,柑園里
樹新藥局,121.427232,24.994615,5931071934,(02)26821080,新北市樹林區樹新路３０－３號１樓,新北市,樹林區,保安里
綠蘋果藥局,121.384228,24.949053,5931071961,(02)89706050,新北市樹林區學勤路５９７號１樓,新北市,樹林區,南園里
泰平藥師藥局,121.419105,24.980014,5931072020,(02)86860038,新北市樹林區彭福里太平路１４３號,新北市,樹林區,彭福里
樹林藥師藥局,121.426047,24.993149,5931072039,(02)26823030,新北市樹林區鎮前街２４號１樓,新北市,樹林區,樹北里
生光堂藥局,121.402955,25.015768,5931072191,(02)26896504,新北市樹林區龍興街３６號１樓,新北市,樹林區,三興里
祐心藥局,121.379682,24.950281,5931072262,(02)26803205,新北市樹林區學府路３６２號１樓,新北市,樹林區,柑園里
小蜜蜂中西健保藥局,121.415357,24.982296,5931072299,(02)86853677,新北市樹林區東榮街１１８號１樓,新北市,樹林區,東陽里
伯安綜合藥局,121.418416,24.980906,5931072404,(02)86856551,新北市樹林區中華路１０８號１樓,新北市,樹林區,大同里
樹林大樹藥局,121.421303,24.989283,5931072431,(02)26815488,新北市樹林區育英街５４號１－２樓,新北市,樹林區,樹西里
樹林丁丁藥局,121.413604,24.980532,5931072468,(02)86851518,新北市樹林區中華路１７４號１樓,新北市,樹林區,東陽里
快安藥師藥局,121.352382,24.954769,5931080148,(02)26792356,新北市鶯歌區中正一路９４、９６號,新北市,鶯歌區,建德里
祐兒藥局,121.350035,24.953395,5931081332,(02)86781907,新北市鶯歌區南鶯里建國路１７１號１樓,新北市,鶯歌區,南鶯里
萊爾康健保藥局,121.338469,24.955481,5931081421,(02)26775092,新北市鶯歌區永明街１７號１樓,新北市,鶯歌區,永昌里
康群藥局,121.349424,24.953572,5931081494,(02)26796690,新北市鶯歌區建國路２０２號１樓,新北市,鶯歌區,南鶯里
鶯歌藥局,121.325846,24.97205,5931081510,(02)86778778,新北市鶯歌區鶯桃路２段１１號１樓,新北市,鶯歌區,鳳福里
正雅藥局,121.349738,24.953583,5931081529,(02)26701128,新北市鶯歌區建國路１７６號１樓,新北市,鶯歌區,南鶯里
信義健保藥局,121.353376,24.955708,5931081547,(02)86775563,新北市鶯歌區信義街６３號１樓,新北市,鶯歌區,中鶯里
大和藥局,121.372162,24.934913,5931090117,(02)26711010,新北市三峽區民生街１５０號,新北市,三峽區,永舘里
人來安藥局,121.366485,24.935826,5931090180,(02)26721199,新北市三峽區文化路２６６－５號,新北市,三峽區,鳶山里
勝全藥局,121.376948,24.928363,5931090279,(02)26736186,新北市三峽區大同路２７之１號１樓,新北市,三峽區,介壽里
全球藥師藥局,121.37114,24.936066,5931091374,(02)26748128,新北市三峽區文化路９５號,新北市,三峽區,永舘里
盛加藥局,121.375517,24.936202,5931091481,(02)26739797,新北市三峽區民生街４９號,新北市,三峽區,龍埔里
兆康藥局,121.374181,24.932653,5931091623,(02)26717875,新北市三峽區中華路２２號１樓,新北市,三峽區,礁溪里
如音藥局,121.366689,24.935844,5931091678,(02)26732119,新北市三峽區文化路２６６－１號１樓,新北市,三峽區,鳶山里
祥祐藥局,121.369925,24.935984,5931091696,(02)26738080,新北市三峽區文化路１２５號１樓,新北市,三峽區,永舘里
誠祐藥局,121.37338,24.93084,5931091712,(02)26746211,新北市三峽區光明路２２號１樓,新北市,三峽區,安溪里
盛台藥局,121.374957,24.943803,5931091874,(02)26722730,新北市三峽區大學路１０８號１、２樓,新北市,三峽區,龍學里
三峽藥局,121.375674,24.933215,5931091892,(02)26738868,新北市三峽區介壽路１段２７號１樓,新北市,三峽區,礁溪里
盛禾藥局,121.362554,24.937192,5931091909,(02)26733567,新北市三峽區中山路２４３號１樓,新北市,三峽區,鳶山里
瑞達美藥局,121.367778,24.929835,5931092022,(02)86741627,新北市三峽區民權街１８０號１樓,新北市,三峽區,八張里
一大藥局,121.396351,24.935843,5931092040,(02)86766677,新北市三峽區橫溪路２３號１樓,新北市,三峽區,溪北里
三峽啄木鳥藥局,121.37349,24.928755,5931092059,(02)26744321,新北市三峽區中正路１段１４１號１樓,新北市,三峽區,中正里
益銘藥師藥局,121.375323,24.945732,5931092068,(02)26723662,新北市三峽區大德路１８１號１樓,新北市,三峽區,龍學里
禾雅藥局,121.370859,24.936259,5931092095,(02)26718621,新北市三峽區文化路１３０號（１樓）,新北市,三峽區,永舘里
立雅藥局,121.371889,24.936267,5931092111,(02)26712601,新北市三峽區文化路８４號（１樓）,新北市,三峽區,永舘里
上全藥局,121.461358,25.136273,5931100092,(02)28098022,新北市淡水區民族路３６號,新北市,淡水區,民權里
尚運藥局,121.447311,25.168918,5931100154,(02)26225149,新北市淡水區學府路５１巷１弄２０號,新北市,淡水區,幸福里
昇運藥局,121.440528,25.172875,5931100163,(02)26222083,新北市淡水區中山路１５７－１號,新北市,淡水區,協元里
千代田藥局,121.447573,25.168495,5931100270,(02)26223185,新北市淡水區學府路１９號１樓,新北市,淡水區,幸福里
璉恩藥局,121.449201,25.178884,5931100305,(02)26298454,新北市淡水區北新路１３１、１３３號,新北市,淡水區,北投里
伯聯藥局,121.444407,25.170231,5931101464,(02)26255847,新北市淡水區清水街９－１０號１樓,新北市,淡水區,長庚里
聖元社區藥局,121.448778,25.178645,5931101599,(02)26263227,新北市淡水區北新路１１７－３號１樓,新北市,淡水區,正德里
北新藥局,121.447748,25.177331,5931101624,(02)26293205,新北市淡水區北新路１８２巷６３號,新北市,淡水區,北新里
天文大藥局,121.441461,25.181664,5931101651,(02)86312050,新北市淡水區新春街１３６號,新北市,淡水區,新興里
聖天藥局,121.441306,25.174802,5931101704,(02)26215677,新北市淡水區重建街２１８號,新北市,淡水區,新義里
優德仕藥局,121.4464927,25.1831857,5931101919,(02)26236573,新北市淡水區新市一路３段１０３號,新北市,淡水區,北投里
文川藥局,121.442279,25.17631,5931101937,(02)86319033,新北市淡水區中山北路１段９３號１樓,新北市,淡水區,新義里
伯宇藥局,121.440112,25.182297,5931101955,(02)26236006,新北市淡水區新春街１０３號－８,新北市,淡水區,新春里
躍獅竹圍藥局,121.461734,25.137807,5931102078,(02)28090565,新北市淡水區民生路４６號,新北市,淡水區,民生里
淡海藥師藥局,121.422964,25.181443,5931102121,(02)28052668,新北市淡水區淡海路８５號,新北市,淡水區,大庄里
淡水健康人生藥局,121.444766,25.170294,5931102176,(02)26269679,新北市淡水區清水街９－２號１樓,新北市,淡水區,長庚里
佑全淡水淡金藥局,121.455922,25.161266,5931102292,(02)26228040,新北市淡水區淡金路５５號、５７號１樓,新北市,淡水區,竿蓁里
憲立藥局,121.46188,25.129516,5931102309,(02)28092212,新北市淡水區自強路２９５號１樓,新北市,淡水區,福德里
春德堂藥局,121.656134,25.063108,5931110258,(02)26422048,新北市汐止區新台五路１段２２０號,新北市,汐止區,自強里
青苗藥局,121.662718,25.06711,5931111719,(02)26413666,新北市汐止區忠孝東路２４２號１樓,新北市,汐止區,新昌里
全家藥局,121.629674,25.070602,5931111835,(02)26954990,新北市汐止區明峰街１４３號１樓,新北市,汐止區,金龍里
我家藥局,121.662388,25.070236,5931111951,(02)86910840,新北市汐止區中正路２９號,新北市,汐止區,信望里
滿益藥局,121.66322,25.063966,5931111988,(02)86421562,新北市汐止區仁愛路１３０號,新北市,汐止區,秀山里
裕和藥局,121.621101,25.041259,5931112083,(02)26609119,新北市汐止區宜興街４號１樓,新北市,汐止區,宜興里
汐芷藥局,121.633454,25.064469,5931112136,(02)26924087,新北市汐止區福德一路２５５號,新北市,汐止區,中興里
汐止健康人生藥局,121.663313,25.068086,5931112145,(02)86421820,新北市汐止區忠孝東路２６９號,新北市,汐止區,新昌里
杏恩健保藥局,121.664379,25.065534,5931112225,(02)26435728,新北市汐止區仁愛路１８９號,新北市,汐止區,福安里
安泰藥局,121.653688,25.062841,5931112234,(02)26488486,新北市汐止區連興街１１４號１樓,新北市,汐止區,復興里
汐心藥局,121.636555,25.066874,5931112270,(02)86932859,新北市汐止區福德一路１５０號,新北市,汐止區,興福里
躍獅尚揚藥局,121.665726,25.070959,5931112341,(02)86483158,新北市汐止區忠孝東路３９９號１樓,新北市,汐止區,橋東里
汐止立欣藥局,121.646407,25.088353,5931112369,(02)26464546,新北市汐止區汐萬路二段２４９號１樓,新北市,汐止區,拱北里
汐興藥局,121.63203,25.064944,5931112510,(02)26927733,新北市汐止區中興路１１３號１樓、２樓,新北市,汐止區,中興里
益嘉藥局,121.662874,25.067529,5931112798,(02)86423527,新北市汐止區忠孝東路２４１號２樓,新北市,汐止區,新昌里
明恩藥局,121.628607,25.069924,5931112921,(02)26923877,新北市汐止區明峰街１７９之１號１樓,新北市,汐止區,北峰里
永康中西綜合藥局,121.65363,25.063035,5931112976,(02)86915580,新北市汐止區龍安路１７５號１樓,新北市,汐止區,復興里
本平藥局,121.807622,25.109133,5931120049,(02)24972167,新北市瑞芳區瑞芳街４５號,新北市,瑞芳區,龍潭里
揚明藥局,121.806935,25.107599,5931121304,(02)24970925,新北市瑞芳區民族街２號１樓,新北市,瑞芳區,龍興里
瑞光藥局,121.806565,25.108135,5931121386,(02)24972070,新北市瑞芳區明燈路３段７０號１樓,新北市,瑞芳區,龍興里
長興堂藥局,121.805481,25.108187,5931121411,(02)24972050,新北市瑞芳區明燈路３段６９號１樓,新北市,瑞芳區,龍潭里
永展藥局,121.807746,25.106658,5931121420,(02)24960500,新北市瑞芳區民權街６巷１之１號,新北市,瑞芳區,龍興里
博惠藥局,121.44626,24.985383,5931130152,(02)22618337,新北市土城區中央路１段２４９巷２０號,新北市,土城區,日新里
瑞益藥局,121.454584,24.993557,5931130205,(02)89668598,新北市土城區廣明街６３巷４號,新北市,土城區,瑞興里
崇愛藥局,121.462601,24.988249,5931130214,(02)22665506,新北市土城區永豐路１７號,新北市,土城區,延和里
久達藥局,121.439097,24.969768,5931130223,(02)22696982,新北市土城區中央路３段４７號,新北市,土城區,大安里
祥發藥局,121.459156,24.980899,5931130349,(02)22655056,新北市土城區青雲路２５５號,新北市,土城區,清水里
盛安大藥局,121.444204,24.984356,5931130358,(02)22668525,新北市土城區中央路１段２５８號,新北市,土城區,日和里
一和藥局,121.447762,24.989715,5931130394,(02)22631378,新北市土城區中央路１段６７之３號,新北市,土城區,貨饒里
學安藥師藥局,121.45163,24.984469,5931130483,(02)22610565,新北市土城區學府路１段２１１號１樓,新北市,土城區,學府里
恒生中西藥局,121.441892,24.976366,5931130545,(02)22603485,新北市土城區中央路２段１７０號,新北市,土城區,員福里
祥安大藥局,121.4636,24.987271,5931131579,(02)22629707,新北市土城區立德路４２－１號,新北市,土城區,延和里
立康藥局,121.441862,24.974966,5931131800,(02)82617535,新北市土城區中央路２段２３８號２樓,新北市,土城區,員福里
元崇藥局,121.467861,24.987621,5931132110,(02)22643076,新北市土城區金城路３段１７６－１號２樓,新北市,土城區,峯廷里
心中外藥局,121.442113,24.976486,5931132138,(02)22603023,新北市土城區中央路２段１５７號,新北市,土城區,員林里
佳佳藥局,121.440678,24.973188,5931132165,(02)82614558,新北市土城區中央路２段２２３－９號２樓,新北市,土城區,土城里
善淳藥師藥局,121.44066,24.97627,5931132236,(02)82627371,新北市土城區福仁街１９號１樓、B１樓,新北市,土城區,員福里
萬昌健保藥局,121.416993,24.958266,5931132245,(02)22678057,新北市土城區中央路４段１６０號,新北市,土城區,頂埔里
富柏大藥局,121.441162,24.975346,5931132272,(02)82626815,新北市土城區水源街２２號１樓,新北市,土城區,員福里
廣昇健保藥師藥局,121.465287,24.984764,5931132307,(02)22638300,新北市土城區明德路１段５３號,新北市,土城區,永富里
小倉藥局,121.459072,24.982206,5931132405,(02)22744257,新北市土城區青雲路１９０號１樓,新北市,土城區,青雲里
惠蒼藥局,121.441912,24.975486,5931132496,(02)22606812,新北市土城區中央路２段２１６號１樓,新北市,土城區,員福里
宏奇藥局,121.469512,24.985864,5931132538,(02)82619585,新北市土城區延吉街１２６號１樓,新北市,土城區,峯廷里
元蒼藥局,121.457122,24.988254,5931132594,(02)22733868,新北市土城區學府路１段６９號１樓,新北市,土城區,廣福里
久安藥局,121.455048,24.993802,5931132610,(02)89671097,新北市土城區廣明街７０號１樓,新北市,土城區,瑞興里
大眾藥局,121.4658586,24.9857415,5931132736,(02)22666057,新北市土城區明峰街６巷１號,,,
健業藥局,121.440656,24.97312,5931132807,(02)22704798,新北市土城區中央路２段２２３－１０號,新北市,土城區,土城里
大康藥局,121.456644,24.988292,5931132816,(02)22738004,新北市土城區學府路１段７２號２樓,新北市,土城區,廣興里
佳霖藥局,121.453888,24.986613,5931132852,(02)22641425,新北市土城區學府路１段１７０號１樓,新北市,土城區,埤林里
健群藥局,121.449888,24.987213,5931132870,(02)22634747,新北市土城區裕民路８０號２樓,新北市,土城區,樂利里
美康藥妝藥局,121.466351,24.984647,5931132950,(02)22616868,新北市土城區延吉街２５４號１樓,新北市,土城區,金城里
大業藥局,121.459939,24.978538,5931133046,(02)22626791,新北市土城區青仁路４１號,新北市,土城區,清水里
城康藥局,121.442902,24.98091,5931133064,(02)22628171,新北市土城區中央路２段２號１、２樓,新北市,土城區,員福里
三豐藥局,121.467197,24.983334,5931133108,(02)22733766,新北市土城區永豐路１３５巷８號,新北市,土城區,廷寮里
成康藥局,121.45323,24.986135,5931133126,(02)22706596,新北市土城區學府路１段１８８號１樓,新北市,土城區,埤林里
誠恩藥局,121.468168,24.988184,5931133171,(02)22665533,新北市土城區金城路３段１３７號１樓,新北市,土城區,平和里
陽光活力藥局,121.467542,24.99024,5931133199,(02)22610590,新北市土城區延和路１０３號１樓,新北市,土城區,平和里
樂利藥局,121.449819,24.987506,5931133206,(02)22630092,新北市土城區裕民路７７號１樓,新北市,土城區,學成里
大欣藥局,121.454642,24.983051,5931133340,(02)22653208,新北市土城區裕民路２５１號,新北市,土城區,中正里
埔銓藥局,121.452184,24.985637,5931133519,(02)22630230,新北市土城區裕民路１６４號１、２樓,新北市,土城區,樂利里
城恩藥局,121.452674,24.987297,5931133564,(02)22735808,新北市土城區學成路３４號１樓,新北市,土城區,埤林里
施藥局,121.478752,25.085861,5931140112,(02)22814624,新北市蘆洲區信義路２３０號,新北市,蘆洲區,信義里
大政藥局,121.473304,25.0819,5931140121,(02)22811126,新北市蘆洲區中山二路７５號１樓,新北市,蘆洲區,樹德里
欣泰藥局,121.469042,25.089792,5931140130,(02)22810177,新北市蘆洲區民族路４０７號,新北市,蘆洲區,保新里
理方藥局,121.462784,25.079869,5931140201,(02)22830704,新北市蘆洲區長安街６７號,新北市,蘆洲區,延平里
天士藥局,121.471267,25.082368,5931140229,(02)22818227,新北市蘆洲區中正路３６號,新北市,蘆洲區,得勝里
謚安中西藥局,121.459555,25.090547,5931140238,(02)22836375,新北市蘆洲區永平街６號,新北市,蘆洲區,南港里
上群藥師藥局,121.475492,25.090961,5931140372,(02)22898275,新北市蘆洲區民族路２８７號１樓,新北市,蘆洲區,水河里
華興藥師藥局,121.473868,25.081043,5931141637,(02)22893899,新北市蘆洲區中山一路１８４號１樓,新北市,蘆洲區,樹德里
松展多利日式連鎖藥粧藥局,121.479333,25.088165,5931141726,(02)22882586,新北市蘆洲區民族路１６１號,新北市,蘆洲區,信義里
群欣藥局,121.460722,25.081723,5931141799,(02)22894815,新北市蘆洲區長安街１１８號２樓,新北市,蘆洲區,忠義里
北聯藥局,121.471757,25.091617,5931141860,(02)82866873,新北市蘆洲區民族路４５６號１樓,新北市,蘆洲區,水湳里
杏昌藥局,121.477829,25.084897,5931141904,(02)82831985,新北市蘆洲區民族路８６號,新北市,蘆洲區,仁德里
隆生藥局,121.477004,25.084474,5931141913,(02)22814653,新北市蘆洲區民族路５２號１樓,新北市,蘆洲區,仁德里
和泰藥師藥局,121.476044,25.087327,5931141922,(02)22859818,新北市蘆洲區復興路６９號１樓,新北市,蘆洲區,福安里
全佑藥局,121.475695,25.082171,5931141986,(02)22833032,新北市蘆洲區三民路１１號１樓,新北市,蘆洲區,恆德里
達特藥局,121.47463,25.086287,5931142072,(02)82825004,新北市蘆洲區復興路６２號,新北市,蘆洲區,鷺江里
蓁美健康藥局,121.464725,25.081161,5931142296,(02)22827527,新北市蘆洲區九芎街９０巷２１號,新北市,蘆洲區,九芎里
蘋果藥妝藥局,121.465225,25.082216,5931142367,(02)22812162,新北市蘆洲區光華路１７２號１樓,新北市,蘆洲區,光明里
世全藥局,121.472535,25.079181,5931142429,(02)22817386,新北市蘆洲區民生街１３３號１樓,新北市,蘆洲區,得仁里
宏祐藥局,121.478457,25.088988,5931142554,(02)82815252,新北市蘆洲區復興路２０２號１樓,新北市,蘆洲區,信義里
幸安藥局,121.473774,25.082013,5931142572,(02)82835389,新北市蘆洲區中山二路５３號１樓,新北市,蘆洲區,樹德里
陽光幸福藥局,121.482085,25.084538,5931142670,(02)28486566,新北市蘆洲區重陽街８８號１樓,新北市,蘆洲區,仁義里
芯聯藥局,121.479818,25.08763,5931142778,(02)82866803,新北市蘆洲區民族路２１０號,新北市,蘆洲區,玉清里
乙安藥局,121.460652,25.081576,5931142796,(02)22888277,新北市蘆洲區長安街１７９號１樓,新北市,蘆洲區,長安里
